ruta_completa,tema_principal,subcarpeta_1,subcarpeta_2,subcarpeta_3,subcarpeta_4,subcarpeta_5,nombre_archivo,escenario,periodo,escala,sector,sub_sector,componente,tipo,atributo,diferenciador
d:\app-img-01\Analisis_territorial\Salud_humana\Salidas_graficas\Riesgo ssp 370 2061 - 2080.jpg,Salud_humana,Salidas_graficas,,,,,Riesgo ssp 370 2061 - 2080.jpg,SSP370,2061-2080,Territorial,,,Salud_humana,RIESGO,,
d:\app-img-01\Analisis_territorial\Salud_humana\Salidas_graficas\Riesgo ssp 370 2081 - 2100.jpg,Salud_humana,Salidas_graficas,,,,,Riesgo ssp 370 2081 - 2100.jpg,SSP370,2081-2100,Territorial,,,Salud_humana,RIESGO,,
d:\app-img-01\Analisis_territorial\Salud_humana\Salidas_graficas\Sensibilidad.jpg,Salud_humana,Salidas_graficas,,,,,Sensibilidad.jpg,REFERENCIA,1990-2021,Territorial,,,Salud_humana,SENSIBILIDAD,,
d:\app-img-01\Analisis_territorial\Salud_humana\Salidas_graficas\Vulnerabilidad.jpg,Salud_humana,Salidas_graficas,,,,,Vulnerabilidad.jpg,REFERENCIA,1990-2021,Territorial,,,Salud_humana,VULNERABILIDAD,,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\AmenazaAumento\37_21_40_AME.jpeg,Habitat_Humano,Salidas_graficas,AmenazaAumento,,,,37_21_40_AME.jpeg,SSP370,2021-2040,Territorial,,,Habitat_Humano,AMENAZA,Aumento,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\AmenazaAumento\37_41-60_AME.jpeg,Habitat_Humano,Salidas_graficas,AmenazaAumento,,,,37_41-60_AME.jpeg,SSP370,2041-2060,Territorial,,,Habitat_Humano,AMENAZA,,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\AmenazaAumento\37_61-80_AMEN.jpeg,Habitat_Humano,Salidas_graficas,AmenazaAumento,,,,37_61-80_AMEN.jpeg,SSP370,2061-2080,Territorial,,,Habitat_Humano,AMENAZA,,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\AmenazaAumento\37_81_100_AMEN.jpeg,Habitat_Humano,Salidas_graficas,AmenazaAumento,,,,37_81_100_AMEN.jpeg,SSP370,2081-2100,Territorial,,,Habitat_Humano,AMENAZA,,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\AmenazaAumento\45_21_40_AMEN.jpeg,Habitat_Humano,Salidas_graficas,AmenazaAumento,,,,45_21_40_AMEN.jpeg,SSP370,2021-2040,Territorial,,,Habitat_Humano,AMENAZA,,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\AmenazaAumento\45_41-60_AMEN.jpeg,Habitat_Humano,Salidas_graficas,AmenazaAumento,,,,45_41-60_AMEN.jpeg,SSP370,2041-2060,Territorial,,,Habitat_Humano,AMENAZA,,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\AmenazaAumento\45_61-80_AMEN.jpeg,Habitat_Humano,Salidas_graficas,AmenazaAumento,,,,45_61-80_AMEN.jpeg,SSP370,2061-2080,Territorial,,,Habitat_Humano,AMENAZA,,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\AmenazaAumento\45_81_100_AMEN.jpeg,Habitat_Humano,Salidas_graficas,AmenazaAumento,,,,45_81_100_AMEN.jpeg,SSP370,2081-2100,Territorial,,,Habitat_Humano,AMENAZA,,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\AmenazaConfort\37_21_40_AMEN.jpeg,Habitat_Humano,Salidas_graficas,AmenazaConfort,,,,37_21_40_AMEN.jpeg,SSP370,2021-2040,Territorial,,,Habitat_Humano,AMENAZA,Confort,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\AmenazaConfort\37_41_60_AMEN.jpeg,Habitat_Humano,Salidas_graficas,AmenazaConfort,,,,37_41_60_AMEN.jpeg,SSP370,2041-2060,Territorial,,,Habitat_Humano,AMENAZA,Confort,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\AmenazaConfort\37_61_80_AMEN.jpeg,Habitat_Humano,Salidas_graficas,AmenazaConfort,,,,37_61_80_AMEN.jpeg,SSP370,2021-2040,Territorial,,,Habitat_Humano,AMENAZA,Confort,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\AmenazaConfort\37_81_100_AMEN.jpeg,Habitat_Humano,Salidas_graficas,AmenazaConfort,,,,37_81_100_AMEN.jpeg,SSP370,2081-2100,Territorial,,,Habitat_Humano,AMENAZA,Confort,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\AmenazaConfort\45_21_40_AMEN.jpeg,Habitat_Humano,Salidas_graficas,AmenazaConfort,,,,45_21_40_AMEN.jpeg,SSP370,2021-2040,Territorial,,,Habitat_Humano,AMENAZA,Confort,Salidas_graficas_2
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\AmenazaConfort\45_41_60_AMEN.jpeg,Habitat_Humano,Salidas_graficas,AmenazaConfort,,,,45_41_60_AMEN.jpeg,SSP370,2041-2060,Territorial,,,Habitat_Humano,AMENAZA,Confort,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\AmenazaConfort\45_61_80_AMEN.jpeg,Habitat_Humano,Salidas_graficas,AmenazaConfort,,,,45_61_80_AMEN.jpeg,SSP370,2041-2060,Territorial,,,Habitat_Humano,AMENAZA,Confort,Salidas_graficas_2
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\AmenazaConfort\45_81_100_AMEN.jpeg,Habitat_Humano,Salidas_graficas,AmenazaConfort,,,,45_81_100_AMEN.jpeg,SSP370,2081-2100,Territorial,,,Habitat_Humano,AMENAZA,Confort,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\CAP_SEN_VUL\capac.jpeg,Habitat_Humano,Salidas_graficas,CAP_SEN_VUL,,,,capac.jpeg,REFERENCIA,1990-2021,Territorial,,,Habitat_Humano,CAPACIDAD_ADAPTATIVA,,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\CAP_SEN_VUL\SENSI.jpeg,Habitat_Humano,Salidas_graficas,CAP_SEN_VUL,,,,SENSI.jpeg,REFERENCIA,1990-2021,Territorial,,,Habitat_Humano,SENSIBILIDAD,,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\CAP_SEN_VUL\VULNE.jpeg,Habitat_Humano,Salidas_graficas,CAP_SEN_VUL,,,,VULNE.jpeg,REFERENCIA,1990-2021,Territorial,,,Habitat_Humano,VULNERABILIDAD,,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\CargaTermica\37_21_40.jpeg,Habitat_Humano,Salidas_graficas,CargaTermica,,,,37_21_40.jpeg,SSP370,2021-2040,Territorial,,,Habitat_Humano,INDICADOR,CargaTermica,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\CargaTermica\37_41-60.jpeg,Habitat_Humano,Salidas_graficas,CargaTermica,,,,37_41-60.jpeg,SSP370,2041-2060,Territorial,,,Habitat_Humano,INDICADOR,CargaTermica,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\CargaTermica\37_61-80.jpeg,Habitat_Humano,Salidas_graficas,CargaTermica,,,,37_61-80.jpeg,SSP370,2061-2080,Territorial,,,Habitat_Humano,INDICADOR,CargaTermica,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\CargaTermica\37_81_100.jpeg,Habitat_Humano,Salidas_graficas,CargaTermica,,,,37_81_100.jpeg,SSP370,2081-2100,Territorial,,,Habitat_Humano,INDICADOR,CargaTermica,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\CargaTermica\45_21_40.jpeg,Habitat_Humano,Salidas_graficas,CargaTermica,,,,45_21_40.jpeg,SSP370,2021-2040,Territorial,,,Habitat_Humano,INDICADOR,CargaTermica,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\CargaTermica\45_41-60.jpeg,Habitat_Humano,Salidas_graficas,CargaTermica,,,,45_41-60.jpeg,SSP370,2041-2060,Territorial,,,Habitat_Humano,INDICADOR,CargaTermica,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\CargaTermica\45_61-80.jpeg,Habitat_Humano,Salidas_graficas,CargaTermica,,,,45_61-80.jpeg,SSP370,2041-2060,Territorial,,,Habitat_Humano,INDICADOR,CargaTermica,Salidas_graficas_2
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\CargaTermica\45_81_100.jpeg,Habitat_Humano,Salidas_graficas,CargaTermica,,,,45_81_100.jpeg,SSP370,2081-2100,Territorial,,,Habitat_Humano,INDICADOR,CargaTermica,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\CargaTermica\REF.jpeg,Habitat_Humano,Salidas_graficas,CargaTermica,,,,REF.jpeg,REFERENCIA,1990-2021,Territorial,,,Habitat_Humano,INDICADOR,CargaTermica,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\Confort\37_21_40_CONF.jpeg,Habitat_Humano,Salidas_graficas,Confort,,,,37_21_40_CONF.jpeg,SSP370,2021-2040,Territorial,,,Habitat_Humano,INDICADOR,Confort,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\Confort\37_41_60_CONF.jpeg,Habitat_Humano,Salidas_graficas,Confort,,,,37_41_60_CONF.jpeg,SSP370,2041-2060,Territorial,,,Habitat_Humano,INDICADOR,Confort,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\Confort\37_61_80_CONF.jpeg,Habitat_Humano,Salidas_graficas,Confort,,,,37_61_80_CONF.jpeg,SSP370,2061-2080,Territorial,,,Habitat_Humano,INDICADOR,Confort,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\Confort\37_81_100_CONF.jpeg,Habitat_Humano,Salidas_graficas,Confort,,,,37_81_100_CONF.jpeg,SSP370,2081-2100,Territorial,,,Habitat_Humano,INDICADOR,Confort,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\Confort\45_21_40_CONF.jpeg,Habitat_Humano,Salidas_graficas,Confort,,,,45_21_40_CONF.jpeg,SSP370,2021-2040,Territorial,,,Habitat_Humano,INDICADOR,Confort,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\Confort\45_41_60_CONF.jpeg,Habitat_Humano,Salidas_graficas,Confort,,,,45_41_60_CONF.jpeg,SSP370,2041-2060,Territorial,,,Habitat_Humano,INDICADOR,Confort,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\Confort\45_61_80_CONF.jpeg,Habitat_Humano,Salidas_graficas,Confort,,,,45_61_80_CONF.jpeg,SSP370,2045-2061,Territorial,,,Habitat_Humano,INDICADOR,Confort,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\Confort\45_81_100_CONF.jpeg,Habitat_Humano,Salidas_graficas,Confort,,,,45_81_100_CONF.jpeg,SSP370,2081-2100,Territorial,,,Habitat_Humano,INDICADOR,Confort,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\Confort\REF.jpeg,Habitat_Humano,Salidas_graficas,Confort,,,,REF.jpeg,REFERENCIA,1990-2021,Territorial,,,Habitat_Humano,INDICADOR,Confort,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\Difer\37_21_40_DIF.jpeg,Habitat_Humano,Salidas_graficas,Difer,,,,37_21_40_DIF.jpeg,SSP370,2021-2040,Territorial,,,Habitat_Humano,DELTA,,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\Difer\37_41-60_DIF.jpeg,Habitat_Humano,Salidas_graficas,Difer,,,,37_41-60_DIF.jpeg,SSP370,2041-2060,Territorial,,,Habitat_Humano,DELTA,,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\Difer\37_61-80_DIF.jpeg,Habitat_Humano,Salidas_graficas,Difer,,,,37_61-80_DIF.jpeg,SSP370,2061-2080,Territorial,,,Habitat_Humano,DELTA,,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\Difer\37_81_100_DIF.jpeg,Habitat_Humano,Salidas_graficas,Difer,,,,37_81_100_DIF.jpeg,SSP370,2081-2100,Territorial,,,Habitat_Humano,DELTA,,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\Difer\45_21_40_DIF.jpeg,Habitat_Humano,Salidas_graficas,Difer,,,,45_21_40_DIF.jpeg,SSP245,2021-2040,Territorial,,,Habitat_Humano,DELTA,,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\Difer\45_41-60_DIF.jpeg,Habitat_Humano,Salidas_graficas,Difer,,,,45_41-60_DIF.jpeg,SSP245,2041-2060,Territorial,,,Habitat_Humano,DELTA,,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\Difer\45_61-80_DIF.jpeg,Habitat_Humano,Salidas_graficas,Difer,,,,45_61-80_DIF.jpeg,SSP370,2061-2080,Territorial,,,Habitat_Humano,DELTA,,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\Difer\45_81_100_DIF.jpeg,Habitat_Humano,Salidas_graficas,Difer,,,,45_81_100_DIF.jpeg,SSP370,2081-2100,Territorial,,,Habitat_Humano,DELTA,,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\Difer\DIF_REF.jpeg,Habitat_Humano,Salidas_graficas,Difer,,,,DIF_REF.jpeg,REFERENCIA,1990-2021,Territorial,,,Habitat_Humano,DELTA,,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\RiesgoAumento\37_21_40_RIESGO.jpeg,Habitat_Humano,Salidas_graficas,RiesgoAumento,,,,37_21_40_RIESGO.jpeg,SSP370,2021-2040,Territorial,,,Habitat_Humano,RIESGO,,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\RiesgoAumento\37_41_60_RIESGO.jpeg,Habitat_Humano,Salidas_graficas,RiesgoAumento,,,,37_41_60_RIESGO.jpeg,SSP370,2041-2060,Territorial,,,Habitat_Humano,RIESGO,,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\RiesgoAumento\37_61_80_RIESGO.jpeg,Habitat_Humano,Salidas_graficas,RiesgoAumento,,,,37_61_80_RIESGO.jpeg,SSP370,2061-2080,Territorial,,,Habitat_Humano,RIESGO,,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\RiesgoAumento\37_81_100_RIESGO.jpeg,Habitat_Humano,Salidas_graficas,RiesgoAumento,,,,37_81_100_RIESGO.jpeg,SSP370,2081-2100,Territorial,,,Habitat_Humano,RIESGO,,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\RiesgoAumento\45_21_40_RIESGO.jpeg,Habitat_Humano,Salidas_graficas,RiesgoAumento,,,,45_21_40_RIESGO.jpeg,SSP370,2021-2040,Territorial,,,Habitat_Humano,RIESGO,,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\RiesgoAumento\45_41_60_RIESGO.jpeg,Habitat_Humano,Salidas_graficas,RiesgoAumento,,,,45_41_60_RIESGO.jpeg,SSP370,2041-2060,Territorial,,,Habitat_Humano,RIESGO,,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\RiesgoAumento\45_61_80_RIESGO.jpeg,Habitat_Humano,Salidas_graficas,RiesgoAumento,,,,45_61_80_RIESGO.jpeg,SSP370,2041-2060,Territorial,,,Habitat_Humano,RIESGO,,Salidas_graficas_2
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\RiesgoAumento\45_81_100_RIESGO.jpeg,Habitat_Humano,Salidas_graficas,RiesgoAumento,,,,45_81_100_RIESGO.jpeg,SSP370,2081-2100,Territorial,,,Habitat_Humano,RIESGO,,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\RiesgoConfort\37_21_40_RIESGO_CF.jpeg,Habitat_Humano,Salidas_graficas,RiesgoConfort,,,,37_21_40_RIESGO_CF.jpeg,SSP370,2021-2040,Territorial,,,Habitat_Humano,RIESGO,Confort,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\RiesgoConfort\37_41_60_RIESGO_CF.jpeg,Habitat_Humano,Salidas_graficas,RiesgoConfort,,,,37_41_60_RIESGO_CF.jpeg,SSP370,2041-2060,Territorial,,,Habitat_Humano,RIESGO,Confort,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\RiesgoConfort\37_61_80_RIESGO_CF.jpeg,Habitat_Humano,Salidas_graficas,RiesgoConfort,,,,37_61_80_RIESGO_CF.jpeg,SSP370,2061-2080,Territorial,,,Habitat_Humano,RIESGO,Confort,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\RiesgoConfort\37_81_100_RIESGO_CF.jpeg,Habitat_Humano,Salidas_graficas,RiesgoConfort,,,,37_81_100_RIESGO_CF.jpeg,SSP370,2081-2100,Territorial,,,Habitat_Humano,RIESGO,Confort,
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\RiesgoConfort\45_21_40_RIESGO_CF.jpeg,Habitat_Humano,Salidas_graficas,RiesgoConfort,,,,45_21_40_RIESGO_CF.jpeg,SSP370,2021-2040,Territorial,,,Habitat_Humano,RIESGO,Confort,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\RiesgoConfort\45_41_60_RIESGO_CF.jpeg,Habitat_Humano,Salidas_graficas,RiesgoConfort,,,,45_41_60_RIESGO_CF.jpeg,SSP370,2041-2060,Territorial,,,Habitat_Humano,RIESGO,Confort,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\RiesgoConfort\45_61_80_RIESGO_CF.jpeg,Habitat_Humano,Salidas_graficas,RiesgoConfort,,,,45_61_80_RIESGO_CF.jpeg,SSP370,2041-2060,Territorial,,,Habitat_Humano,RIESGO,Confort,Salidas_graficas_2
d:\app-img-01\Analisis_territorial\Habitat_Humano\Salidas_graficas\RiesgoConfort\45_81_100_RIESGO_CF.jpeg,Habitat_Humano,Salidas_graficas,RiesgoConfort,,,,45_81_100_RIESGO_CF.jpeg,SSP370,2081-2100,Territorial,,,Habitat_Humano,RIESGO,Confort,Salidas_graficas_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Alto Andino Hum\Ame_BosAltAndHum_SSP245_2041_2060.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Alto Andino Hum,,,Ame_BosAltAndHum_SSP245_2041_2060.jpg,SSP245,2041-2060,Territorial,,,Biotico,AMENAZA,Bosque Alto Andino Hum,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Alto Andino Hum\Ame_BosAltAndHum_SSP245_2081_2100.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Alto Andino Hum,,,Ame_BosAltAndHum_SSP245_2081_2100.jpg,SSP245,2081-2100,Territorial,,,Biotico,AMENAZA,Bosque Alto Andino Hum,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Alto Andino Hum\Ame_BosAltAndHum_SSP370_2041_2060.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Alto Andino Hum,,,Ame_BosAltAndHum_SSP370_2041_2060.jpg,SSP370,2041-2060,Territorial,,,Biotico,AMENAZA,Bosque Alto Andino Hum,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Alto Andino Hum\Ame_BosAltAndHum_SSP370_2081_2100.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Alto Andino Hum,,,Ame_BosAltAndHum_SSP370_2081_2100.jpg,SSP370,2081-2100,Territorial,,,Biotico,AMENAZA,Bosque Alto Andino Hum,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Andino Bajo Hum\Ame_BosAndBajHum_SSP245_2041_2060.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Andino Bajo Hum,,,Ame_BosAndBajHum_SSP245_2041_2060.jpg,SSP245,2041-2060,Territorial,,,Biotico,AMENAZA,Bosque Andino Bajo Hum,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Andino Bajo Hum\Ame_BosAndBajHum_SSP245_2081_2100.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Andino Bajo Hum,,,Ame_BosAndBajHum_SSP245_2081_2100.jpg,SSP245,2081-2100,Territorial,,,Biotico,AMENAZA,Bosque Andino Bajo Hum,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Andino Bajo Hum\Ame_BosAndBajHum_SSP370_2041_2060.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Andino Bajo Hum,,,Ame_BosAndBajHum_SSP370_2041_2060.jpg,SSP370,2041-2060,Territorial,,,Biotico,AMENAZA,Bosque Andino Bajo Hum,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Andino Bajo Hum\Ame_BosAndBajHum_SSP370_2081_2100.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Andino Bajo Hum,,,Ame_BosAndBajHum_SSP370_2081_2100.jpg,SSP370,2081-2100,Territorial,,,Biotico,AMENAZA,Bosque Andino Bajo Hum,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Andino Lluvioso\Ame_BosAndLuv_SSP245_2041_2060.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Andino Lluvioso,,,Ame_BosAndLuv_SSP245_2041_2060.jpg,SSP245,2041-2060,Territorial,,,Biotico,AMENAZA,Bosque Andino Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Andino Lluvioso\Ame_BosAndLuv_SSP245_2081_2100.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Andino Lluvioso,,,Ame_BosAndLuv_SSP245_2081_2100.jpg,SSP245,2081-2100,Territorial,,,Biotico,AMENAZA,Bosque Andino Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Andino Lluvioso\Ame_BosAndLuv_SSP370_2041_2060.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Andino Lluvioso,,,Ame_BosAndLuv_SSP370_2041_2060.jpg,SSP370,2041-2060,Territorial,,,Biotico,AMENAZA,Bosque Andino Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Andino Lluvioso\Ame_BosAndLuv_SSP370_2081_2100.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Andino Lluvioso,,,Ame_BosAndLuv_SSP370_2081_2100.jpg,SSP370,2081-2100,Territorial,,,Biotico,AMENAZA,Bosque Andino Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Páramo Lluvioso\Ame_ParLluv_SSP245_2041_2060.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Páramo Lluvioso,,,Ame_ParLluv_SSP245_2041_2060.jpg,SSP245,2041-2060,Territorial,,,Biotico,AMENAZA,Páramo Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Páramo Lluvioso\Ame_ParLluv_SSP245_2081_2100.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Páramo Lluvioso,,,Ame_ParLluv_SSP245_2081_2100.jpg,SSP245,2081-2100,Territorial,,,Biotico,AMENAZA,Páramo Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Páramo Lluvioso\Ame_ParLluv_SSP370_2041_2060.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Páramo Lluvioso,,,Ame_ParLluv_SSP370_2041_2060.jpg,SSP370,2041-2060,Territorial,,,Biotico,AMENAZA,Páramo Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Páramo Lluvioso\Ame_ParLluv_SSP370_2081_2100.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Páramo Lluvioso,,,Ame_ParLluv_SSP370_2081_2100.jpg,SSP370,2081-2100,Territorial,,,Biotico,AMENAZA,Páramo Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Sub Paramo Lluvioso\Ame_SubParLluv_SSP245_2041_2060.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Sub Paramo Lluvioso,,,Ame_SubParLluv_SSP245_2041_2060.jpg,SSP245,2041-2060,Territorial,,,Biotico,AMENAZA,Subpáramo Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Sub Paramo Lluvioso\Ame_SubParLluv_SSP245_2081_2100.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Sub Paramo Lluvioso,,,Ame_SubParLluv_SSP245_2081_2100.jpg,SSP245,2081-2100,Territorial,,,Biotico,AMENAZA,Subpáramo Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Sub Paramo Lluvioso\Ame_SubParLluv_SSP370_2041_2060.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Sub Paramo Lluvioso,,,Ame_SubParLluv_SSP370_2041_2060.jpg,SSP370,2041-2060,Territorial,,,Biotico,AMENAZA,Subpáramo Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Sub Paramo Lluvioso\Ame_SubParLluv_SSP370_2081_2100.jpg,Biotico,Salidas_graficas_bio,AMENAZA,Sub Paramo Lluvioso,,,Ame_SubParLluv_SSP370_2081_2100.jpg,SSP370,2081-2100,Territorial,,,Biotico,AMENAZA,Subpáramo Lluvioso,Salidas_graficas_bio_1
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\FORMACIONES VEGETALES\Holdridge_Referencia_1991_2020.jpg,Biotico,Salidas_graficas_bio,FORMACIONES VEGETALES,,,,Holdridge_Referencia_1991_2020.jpg,REFERENCIA,1991-2020,Territorial,,,Biotico,INDICADOR,Holdridge,Salidas_graficas_bio_1
