ruta_completa,nombre_archivo,nombre_unico_completo,ruta_estandarizada,archivo_existe,escenario,periodo,escala,sector,sub_sector,componente,tipo,atributo,diferenciador,tema_principal,subcarpeta_1,subcarpeta_2,subcarpeta_3,subcarpeta_4,subcarpeta_5,nombre_unico
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Alto Andino Hum\Ame_BosAltAndHum_SSP245_2041_2060.jpg,Ame_BosAltAndHum_SSP245_2041_2060.jpg,SSP245_2041-2060_Territorial_Biotico_Amenaza_Bosque_Alto_Andino_Humedo.jpg,imagenes_estandarizadas/SSP245_2041-2060_Territorial_Biotico_Amenaza_Bosque_Alto_Andino_Humedo.jpg,True,SSP245,2041-2060,Territorial,,,Biotico,Amenaza,Bosque_Alto_Andino_Humedo,,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Alto Andino Hum,,,SSP245_2041-2060_Territorial_Biotico_Amenaza_Bosque_Alto_Andino_Humedo
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Alto Andino Hum\Ame_BosAltAndHum_SSP245_2081_2100.jpg,Ame_BosAltAndHum_SSP245_2081_2100.jpg,SSP245_2081-2100_Territorial_Biotico_Amenaza_Bosque_Alto_Andino_Humedo.jpg,imagenes_estandarizadas/SSP245_2081-2100_Territorial_Biotico_Amenaza_Bosque_Alto_Andino_Humedo.jpg,True,SSP245,2081-2100,Territorial,,,Biotico,Amenaza,Bosque_Alto_Andino_Humedo,,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Alto Andino Hum,,,SSP245_2081-2100_Territorial_Biotico_Amenaza_Bosque_Alto_Andino_Humedo
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Alto Andino Hum\Ame_BosAltAndHum_SSP370_2041_2060.jpg,Ame_BosAltAndHum_SSP370_2041_2060.jpg,SSP370_2041-2060_Territorial_Biotico_Amenaza_Bosque_Alto_Andino_Humedo.jpg,imagenes_estandarizadas/SSP370_2041-2060_Territorial_Biotico_Amenaza_Bosque_Alto_Andino_Humedo.jpg,True,SSP370,2041-2060,Territorial,,,Biotico,Amenaza,Bosque_Alto_Andino_Humedo,,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Alto Andino Hum,,,SSP370_2041-2060_Territorial_Biotico_Amenaza_Bosque_Alto_Andino_Humedo
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Alto Andino Hum\Ame_BosAltAndHum_SSP370_2081_2100.jpg,Ame_BosAltAndHum_SSP370_2081_2100.jpg,SSP370_2081-2100_Territorial_Biotico_Amenaza_Bosque_Alto_Andino_Humedo.jpg,imagenes_estandarizadas/SSP370_2081-2100_Territorial_Biotico_Amenaza_Bosque_Alto_Andino_Humedo.jpg,True,SSP370,2081-2100,Territorial,,,Biotico,Amenaza,Bosque_Alto_Andino_Humedo,,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Alto Andino Hum,,,SSP370_2081-2100_Territorial_Biotico_Amenaza_Bosque_Alto_Andino_Humedo
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Andino Bajo Hum\Ame_BosAndBajHum_SSP245_2041_2060.jpg,Ame_BosAndBajHum_SSP245_2041_2060.jpg,SSP245_2041-2060_Territorial_Biotico_Amenaza_Bosque_Andino_Bajo_Humedo.jpg,imagenes_estandarizadas/SSP245_2041-2060_Territorial_Biotico_Amenaza_Bosque_Andino_Bajo_Humedo.jpg,True,SSP245,2041-2060,Territorial,,,Biotico,Amenaza,Bosque_Andino_Bajo_Humedo,,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Andino Bajo Hum,,,SSP245_2041-2060_Territorial_Biotico_Amenaza_Bosque_Andino_Bajo_Humedo
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Andino Bajo Hum\Ame_BosAndBajHum_SSP245_2081_2100.jpg,Ame_BosAndBajHum_SSP245_2081_2100.jpg,SSP245_2081-2100_Territorial_Biotico_Amenaza_Bosque_Andino_Bajo_Humedo.jpg,imagenes_estandarizadas/SSP245_2081-2100_Territorial_Biotico_Amenaza_Bosque_Andino_Bajo_Humedo.jpg,True,SSP245,2081-2100,Territorial,,,Biotico,Amenaza,Bosque_Andino_Bajo_Humedo,,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Andino Bajo Hum,,,SSP245_2081-2100_Territorial_Biotico_Amenaza_Bosque_Andino_Bajo_Humedo
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Andino Bajo Hum\Ame_BosAndBajHum_SSP370_2041_2060.jpg,Ame_BosAndBajHum_SSP370_2041_2060.jpg,SSP370_2041-2060_Territorial_Biotico_Amenaza_Bosque_Andino_Bajo_Humedo.jpg,imagenes_estandarizadas/SSP370_2041-2060_Territorial_Biotico_Amenaza_Bosque_Andino_Bajo_Humedo.jpg,True,SSP370,2041-2060,Territorial,,,Biotico,Amenaza,Bosque_Andino_Bajo_Humedo,,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Andino Bajo Hum,,,SSP370_2041-2060_Territorial_Biotico_Amenaza_Bosque_Andino_Bajo_Humedo
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Andino Bajo Hum\Ame_BosAndBajHum_SSP370_2081_2100.jpg,Ame_BosAndBajHum_SSP370_2081_2100.jpg,SSP370_2081-2100_Territorial_Biotico_Amenaza_Bosque_Andino_Bajo_Humedo.jpg,imagenes_estandarizadas/SSP370_2081-2100_Territorial_Biotico_Amenaza_Bosque_Andino_Bajo_Humedo.jpg,True,SSP370,2081-2100,Territorial,,,Biotico,Amenaza,Bosque_Andino_Bajo_Humedo,,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Andino Bajo Hum,,,SSP370_2081-2100_Territorial_Biotico_Amenaza_Bosque_Andino_Bajo_Humedo
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Andino Lluvioso\Ame_BosAndLuv_SSP245_2041_2060.jpg,Ame_BosAndLuv_SSP245_2041_2060.jpg,SSP245_2041-2060_Territorial_Biotico_Amenaza_Bosque_Andino_Lluvioso.jpg,imagenes_estandarizadas/SSP245_2041-2060_Territorial_Biotico_Amenaza_Bosque_Andino_Lluvioso.jpg,True,SSP245,2041-2060,Territorial,,,Biotico,Amenaza,Bosque_Andino_Lluvioso,,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Andino Lluvioso,,,SSP245_2041-2060_Territorial_Biotico_Amenaza_Bosque_Andino_Lluvioso
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Andino Lluvioso\Ame_BosAndLuv_SSP245_2081_2100.jpg,Ame_BosAndLuv_SSP245_2081_2100.jpg,SSP245_2081-2100_Territorial_Biotico_Amenaza_Bosque_Andino_Lluvioso.jpg,imagenes_estandarizadas/SSP245_2081-2100_Territorial_Biotico_Amenaza_Bosque_Andino_Lluvioso.jpg,True,SSP245,2081-2100,Territorial,,,Biotico,Amenaza,Bosque_Andino_Lluvioso,,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Andino Lluvioso,,,SSP245_2081-2100_Territorial_Biotico_Amenaza_Bosque_Andino_Lluvioso
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Andino Lluvioso\Ame_BosAndLuv_SSP370_2041_2060.jpg,Ame_BosAndLuv_SSP370_2041_2060.jpg,SSP370_2041-2060_Territorial_Biotico_Amenaza_Bosque_Andino_Lluvioso.jpg,imagenes_estandarizadas/SSP370_2041-2060_Territorial_Biotico_Amenaza_Bosque_Andino_Lluvioso.jpg,True,SSP370,2041-2060,Territorial,,,Biotico,Amenaza,Bosque_Andino_Lluvioso,,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Andino Lluvioso,,,SSP370_2041-2060_Territorial_Biotico_Amenaza_Bosque_Andino_Lluvioso
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Bosque Andino Lluvioso\Ame_BosAndLuv_SSP370_2081_2100.jpg,Ame_BosAndLuv_SSP370_2081_2100.jpg,SSP370_2081-2100_Territorial_Biotico_Amenaza_Bosque_Andino_Lluvioso.jpg,imagenes_estandarizadas/SSP370_2081-2100_Territorial_Biotico_Amenaza_Bosque_Andino_Lluvioso.jpg,True,SSP370,2081-2100,Territorial,,,Biotico,Amenaza,Bosque_Andino_Lluvioso,,Biotico,Salidas_graficas_bio,AMENAZA,Bosque Andino Lluvioso,,,SSP370_2081-2100_Territorial_Biotico_Amenaza_Bosque_Andino_Lluvioso
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Páramo Lluvioso\Ame_ParLluv_SSP245_2041_2060.jpg,Ame_ParLluv_SSP245_2041_2060.jpg,SSP245_2041-2060_Territorial_Biotico_Amenaza_Paramo_Lluvioso.jpg,imagenes_estandarizadas/SSP245_2041-2060_Territorial_Biotico_Amenaza_Paramo_Lluvioso.jpg,True,SSP245,2041-2060,Territorial,,,Biotico,Amenaza,Paramo_Lluvioso,,Biotico,Salidas_graficas_bio,AMENAZA,Páramo Lluvioso,,,SSP245_2041-2060_Territorial_Biotico_Amenaza_Paramo_Lluvioso
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Páramo Lluvioso\Ame_ParLluv_SSP245_2081_2100.jpg,Ame_ParLluv_SSP245_2081_2100.jpg,SSP245_2081-2100_Territorial_Biotico_Amenaza_Paramo_Lluvioso.jpg,imagenes_estandarizadas/SSP245_2081-2100_Territorial_Biotico_Amenaza_Paramo_Lluvioso.jpg,True,SSP245,2081-2100,Territorial,,,Biotico,Amenaza,Paramo_Lluvioso,,Biotico,Salidas_graficas_bio,AMENAZA,Páramo Lluvioso,,,SSP245_2081-2100_Territorial_Biotico_Amenaza_Paramo_Lluvioso
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Páramo Lluvioso\Ame_ParLluv_SSP370_2041_2060.jpg,Ame_ParLluv_SSP370_2041_2060.jpg,SSP370_2041-2060_Territorial_Biotico_Amenaza_Paramo_Lluvioso.jpg,imagenes_estandarizadas/SSP370_2041-2060_Territorial_Biotico_Amenaza_Paramo_Lluvioso.jpg,True,SSP370,2041-2060,Territorial,,,Biotico,Amenaza,Paramo_Lluvioso,,Biotico,Salidas_graficas_bio,AMENAZA,Páramo Lluvioso,,,SSP370_2041-2060_Territorial_Biotico_Amenaza_Paramo_Lluvioso
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Páramo Lluvioso\Ame_ParLluv_SSP370_2081_2100.jpg,Ame_ParLluv_SSP370_2081_2100.jpg,SSP370_2081-2100_Territorial_Biotico_Amenaza_Paramo_Lluvioso.jpg,imagenes_estandarizadas/SSP370_2081-2100_Territorial_Biotico_Amenaza_Paramo_Lluvioso.jpg,True,SSP370,2081-2100,Territorial,,,Biotico,Amenaza,Paramo_Lluvioso,,Biotico,Salidas_graficas_bio,AMENAZA,Páramo Lluvioso,,,SSP370_2081-2100_Territorial_Biotico_Amenaza_Paramo_Lluvioso
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Sub Paramo Lluvioso\Ame_SubParLluv_SSP245_2041_2060.jpg,Ame_SubParLluv_SSP245_2041_2060.jpg,SSP245_2041-2060_Territorial_Biotico_Amenaza_Subparamo_Lluvioso.jpg,imagenes_estandarizadas/SSP245_2041-2060_Territorial_Biotico_Amenaza_Subparamo_Lluvioso.jpg,True,SSP245,2041-2060,Territorial,,,Biotico,Amenaza,Subparamo_Lluvioso,,Biotico,Salidas_graficas_bio,AMENAZA,Sub Paramo Lluvioso,,,SSP245_2041-2060_Territorial_Biotico_Amenaza_Subparamo_Lluvioso
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Sub Paramo Lluvioso\Ame_SubParLluv_SSP245_2081_2100.jpg,Ame_SubParLluv_SSP245_2081_2100.jpg,SSP245_2081-2100_Territorial_Biotico_Amenaza_Subparamo_Lluvioso.jpg,imagenes_estandarizadas/SSP245_2081-2100_Territorial_Biotico_Amenaza_Subparamo_Lluvioso.jpg,True,SSP245,2081-2100,Territorial,,,Biotico,Amenaza,Subparamo_Lluvioso,,Biotico,Salidas_graficas_bio,AMENAZA,Sub Paramo Lluvioso,,,SSP245_2081-2100_Territorial_Biotico_Amenaza_Subparamo_Lluvioso
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Sub Paramo Lluvioso\Ame_SubParLluv_SSP370_2041_2060.jpg,Ame_SubParLluv_SSP370_2041_2060.jpg,SSP370_2041-2060_Territorial_Biotico_Amenaza_Subparamo_Lluvioso.jpg,imagenes_estandarizadas/SSP370_2041-2060_Territorial_Biotico_Amenaza_Subparamo_Lluvioso.jpg,True,SSP370,2041-2060,Territorial,,,Biotico,Amenaza,Subparamo_Lluvioso,,Biotico,Salidas_graficas_bio,AMENAZA,Sub Paramo Lluvioso,,,SSP370_2041-2060_Territorial_Biotico_Amenaza_Subparamo_Lluvioso
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\AMENAZA\Sub Paramo Lluvioso\Ame_SubParLluv_SSP370_2081_2100.jpg,Ame_SubParLluv_SSP370_2081_2100.jpg,SSP370_2081-2100_Territorial_Biotico_Amenaza_Subparamo_Lluvioso.jpg,imagenes_estandarizadas/SSP370_2081-2100_Territorial_Biotico_Amenaza_Subparamo_Lluvioso.jpg,True,SSP370,2081-2100,Territorial,,,Biotico,Amenaza,Subparamo_Lluvioso,,Biotico,Salidas_graficas_bio,AMENAZA,Sub Paramo Lluvioso,,,SSP370_2081-2100_Territorial_Biotico_Amenaza_Subparamo_Lluvioso
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\FORMACIONES VEGETALES\Holdridge_Referencia_1991_2020.jpg,Holdridge_Referencia_1991_2020.jpg,REFERENCIA_1990-2021_Territorial_Biotico_Indicador_Holdridge.jpg,imagenes_estandarizadas/REFERENCIA_1990-2021_Territorial_Biotico_Indicador_Holdridge.jpg,True,REFERENCIA,1990-2021,Territorial,,,Biotico,Indicador,Holdridge,,Biotico,Salidas_graficas_bio,FORMACIONES VEGETALES,,,,REFERENCIA_1990-2021_Territorial_Biotico_Indicador_Holdridge
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\FORMACIONES VEGETALES\Holdridge_SSP245_2041_2060.jpg,Holdridge_SSP245_2041_2060.jpg,SSP245_2041-2060_Territorial_Biotico_Indicador_Holdridge.jpg,imagenes_estandarizadas/SSP245_2041-2060_Territorial_Biotico_Indicador_Holdridge.jpg,True,SSP245,2041-2060,Territorial,,,Biotico,Indicador,Holdridge,,Biotico,Salidas_graficas_bio,FORMACIONES VEGETALES,,,,SSP245_2041-2060_Territorial_Biotico_Indicador_Holdridge
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\FORMACIONES VEGETALES\Holdridge_SSP245_2081_2100.jpg,Holdridge_SSP245_2081_2100.jpg,SSP245_2081-2100_Territorial_Biotico_Indicador_Holdridge.jpg,imagenes_estandarizadas/SSP245_2081-2100_Territorial_Biotico_Indicador_Holdridge.jpg,True,SSP245,2081-2100,Territorial,,,Biotico,Indicador,Holdridge,,Biotico,Salidas_graficas_bio,FORMACIONES VEGETALES,,,,SSP245_2081-2100_Territorial_Biotico_Indicador_Holdridge
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\FORMACIONES VEGETALES\Holdridge_SSP370_2041_2060.jpg,Holdridge_SSP370_2041_2060.jpg,SSP370_2041-2060_Territorial_Biotico_Indicador_Holdridge.jpg,imagenes_estandarizadas/SSP370_2041-2060_Territorial_Biotico_Indicador_Holdridge.jpg,True,SSP370,2041-2060,Territorial,,,Biotico,Indicador,Holdridge,,Biotico,Salidas_graficas_bio,FORMACIONES VEGETALES,,,,SSP370_2041-2060_Territorial_Biotico_Indicador_Holdridge
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\FORMACIONES VEGETALES\Holdridge_SSP370_2081_2100.jpg,Holdridge_SSP370_2081_2100.jpg,SSP370_2081-2100_Territorial_Biotico_Indicador_Holdridge.jpg,imagenes_estandarizadas/SSP370_2081-2100_Territorial_Biotico_Indicador_Holdridge.jpg,True,SSP370,2081-2100,Territorial,,,Biotico,Indicador,Holdridge,,Biotico,Salidas_graficas_bio,FORMACIONES VEGETALES,,,,SSP370_2081-2100_Territorial_Biotico_Indicador_Holdridge
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Alto Andino Hum\Rie_BosAltAndHum_SSP245_2041_2060.jpg,Rie_BosAltAndHum_SSP245_2041_2060.jpg,SSP245_2041-2060_Territorial_Biotico_Riesgo_Bosque_Alto_Andino_Humedo.jpg,imagenes_estandarizadas/SSP245_2041-2060_Territorial_Biotico_Riesgo_Bosque_Alto_Andino_Humedo.jpg,True,SSP245,2041-2060,Territorial,,,Biotico,Riesgo,Bosque_Alto_Andino_Humedo,,Biotico,Salidas_graficas_bio,RIESGO,Bosque Alto Andino Hum,,,SSP245_2041-2060_Territorial_Biotico_Riesgo_Bosque_Alto_Andino_Humedo
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Alto Andino Hum\Rie_BosAltAndHum_SSP245_2081_2100.jpg,Rie_BosAltAndHum_SSP245_2081_2100.jpg,SSP245_2081-2100_Territorial_Biotico_Riesgo_Bosque_Alto_Andino_Humedo.jpg,imagenes_estandarizadas/SSP245_2081-2100_Territorial_Biotico_Riesgo_Bosque_Alto_Andino_Humedo.jpg,True,SSP245,2081-2100,Territorial,,,Biotico,Riesgo,Bosque_Alto_Andino_Humedo,,Biotico,Salidas_graficas_bio,RIESGO,Bosque Alto Andino Hum,,,SSP245_2081-2100_Territorial_Biotico_Riesgo_Bosque_Alto_Andino_Humedo
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Alto Andino Hum\Rie_BosAltAndHum_SSP370_2041_2060.jpg,Rie_BosAltAndHum_SSP370_2041_2060.jpg,SSP370_2041-2060_Territorial_Biotico_Riesgo_Bosque_Alto_Andino_Humedo.jpg,imagenes_estandarizadas/SSP370_2041-2060_Territorial_Biotico_Riesgo_Bosque_Alto_Andino_Humedo.jpg,True,SSP370,2041-2060,Territorial,,,Biotico,Riesgo,Bosque_Alto_Andino_Humedo,,Biotico,Salidas_graficas_bio,RIESGO,Bosque Alto Andino Hum,,,SSP370_2041-2060_Territorial_Biotico_Riesgo_Bosque_Alto_Andino_Humedo
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Alto Andino Hum\Rie_BosAltAndHum_SSP370_2081_2100.jpg,Rie_BosAltAndHum_SSP370_2081_2100.jpg,SSP370_2081-2100_Territorial_Biotico_Riesgo_Bosque_Alto_Andino_Humedo_0.jpg,imagenes_estandarizadas/SSP370_2081-2100_Territorial_Biotico_Riesgo_Bosque_Alto_Andino_Humedo_0.jpg,True,SSP370,2081-2100,Territorial,,,Biotico,Riesgo,Bosque_Alto_Andino_Humedo,,Biotico,Salidas_graficas_bio,RIESGO,Bosque Alto Andino Hum,,,SSP370_2081-2100_Territorial_Biotico_Riesgo_Bosque_Alto_Andino_Humedo
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Andino Bajo Hum\Rie_BosAndBajHum_SSP245_2041_2060.jpg,Rie_BosAndBajHum_SSP245_2041_2060.jpg,SSP245_2041-2060_Territorial_Biotico_Riesgo_Bosque_Andino_Bajo_Humedo_0.jpg,imagenes_estandarizadas/SSP245_2041-2060_Territorial_Biotico_Riesgo_Bosque_Andino_Bajo_Humedo_0.jpg,True,SSP245,2041-2060,Territorial,,,Biotico,Riesgo,Bosque_Andino_Bajo_Humedo,,Biotico,Salidas_graficas_bio,RIESGO,Bosque Andino Bajo Hum,,,SSP245_2041-2060_Territorial_Biotico_Riesgo_Bosque_Andino_Bajo_Humedo
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Andino Bajo Hum\Rie_BosAndBajHum_SSP245_2081_2100.jpg,Rie_BosAndBajHum_SSP245_2081_2100.jpg,SSP245_2081-2100_Territorial_Biotico_Riesgo_Bosque_Andino_Bajo_Humedo.jpg,imagenes_estandarizadas/SSP245_2081-2100_Territorial_Biotico_Riesgo_Bosque_Andino_Bajo_Humedo.jpg,True,SSP245,2081-2100,Territorial,,,Biotico,Riesgo,Bosque_Andino_Bajo_Humedo,,Biotico,Salidas_graficas_bio,RIESGO,Bosque Andino Bajo Hum,,,SSP245_2081-2100_Territorial_Biotico_Riesgo_Bosque_Andino_Bajo_Humedo
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Andino Bajo Hum\Rie_BosAndBajHum_SSP370_2041_2060.jpg,Rie_BosAndBajHum_SSP370_2041_2060.jpg,SSP370_2041-2060_Territorial_Biotico_Riesgo_Bosque_Andino_Bajo_Humedo.jpg,imagenes_estandarizadas/SSP370_2041-2060_Territorial_Biotico_Riesgo_Bosque_Andino_Bajo_Humedo.jpg,True,SSP370,2041-2060,Territorial,,,Biotico,Riesgo,Bosque_Andino_Bajo_Humedo,,Biotico,Salidas_graficas_bio,RIESGO,Bosque Andino Bajo Hum,,,SSP370_2041-2060_Territorial_Biotico_Riesgo_Bosque_Andino_Bajo_Humedo
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Andino Bajo Hum\Rie_BosAndBajHum_SSP370_2081_2100.jpg,Rie_BosAndBajHum_SSP370_2081_2100.jpg,SSP370_2081-2100_Territorial_Biotico_Riesgo_Bosque_Andino_Bajo_Humedo.jpg,imagenes_estandarizadas/SSP370_2081-2100_Territorial_Biotico_Riesgo_Bosque_Andino_Bajo_Humedo.jpg,True,SSP370,2081-2100,Territorial,,,Biotico,Riesgo,Bosque_Andino_Bajo_Humedo,,Biotico,Salidas_graficas_bio,RIESGO,Bosque Andino Bajo Hum,,,SSP370_2081-2100_Territorial_Biotico_Riesgo_Bosque_Andino_Bajo_Humedo
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Andino Lluvioso\Rie_BosAndLluv_SSP245_2041_2060.jpg,Rie_BosAndLluv_SSP245_2041_2060.jpg,SSP245_2041-2060_Territorial_Biotico_Riesgo_Bosque_Andino_Lluvioso.jpg,imagenes_estandarizadas/SSP245_2041-2060_Territorial_Biotico_Riesgo_Bosque_Andino_Lluvioso.jpg,True,SSP245,2041-2060,Territorial,,,Biotico,Riesgo,Bosque_Andino_Lluvioso,,Biotico,Salidas_graficas_bio,RIESGO,Bosque Andino Lluvioso,,,SSP245_2041-2060_Territorial_Biotico_Riesgo_Bosque_Andino_Lluvioso
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Andino Lluvioso\Rie_BosAndLluv_SSP245_2081_2100.jpg,Rie_BosAndLluv_SSP245_2081_2100.jpg,SSP245_2081-2100_Territorial_Biotico_Riesgo_Bosque_Andino_Lluvioso.jpg,imagenes_estandarizadas/SSP245_2081-2100_Territorial_Biotico_Riesgo_Bosque_Andino_Lluvioso.jpg,True,SSP245,2081-2100,Territorial,,,Biotico,Riesgo,Bosque_Andino_Lluvioso,,Biotico,Salidas_graficas_bio,RIESGO,Bosque Andino Lluvioso,,,SSP245_2081-2100_Territorial_Biotico_Riesgo_Bosque_Andino_Lluvioso
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Andino Lluvioso\Rie_BosAndLluv_SSP370_2041_2060.jpg,Rie_BosAndLluv_SSP370_2041_2060.jpg,SSP370_2041-2060_Territorial_Biotico_Riesgo_Bosque_Andino_Lluvioso.jpg,imagenes_estandarizadas/SSP370_2041-2060_Territorial_Biotico_Riesgo_Bosque_Andino_Lluvioso.jpg,True,SSP370,2041-2060,Territorial,,,Biotico,Riesgo,Bosque_Andino_Lluvioso,,Biotico,Salidas_graficas_bio,RIESGO,Bosque Andino Lluvioso,,,SSP370_2041-2060_Territorial_Biotico_Riesgo_Bosque_Andino_Lluvioso
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Bosque Andino Lluvioso\Rie_BosAndLluv_SSP370_2081_2100.jpg,Rie_BosAndLluv_SSP370_2081_2100.jpg,SSP370_2081-2100_Territorial_Biotico_Riesgo_Bosque_Andino_Lluvioso.jpg,imagenes_estandarizadas/SSP370_2081-2100_Territorial_Biotico_Riesgo_Bosque_Andino_Lluvioso.jpg,True,SSP370,2081-2100,Territorial,,,Biotico,Riesgo,Bosque_Andino_Lluvioso,,Biotico,Salidas_graficas_bio,RIESGO,Bosque Andino Lluvioso,,,SSP370_2081-2100_Territorial_Biotico_Riesgo_Bosque_Andino_Lluvioso
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Páramo Lluvioso\Rie_ParLluv_SSP245_2041_2060.jpg,Rie_ParLluv_SSP245_2041_2060.jpg,SSP245_2041-2060_Territorial_Biotico_Riesgo_Paramo_Lluvioso.jpg,imagenes_estandarizadas/SSP245_2041-2060_Territorial_Biotico_Riesgo_Paramo_Lluvioso.jpg,True,SSP245,2041-2060,Territorial,,,Biotico,Riesgo,Paramo_Lluvioso,,Biotico,Salidas_graficas_bio,RIESGO,Páramo Lluvioso,,,SSP245_2041-2060_Territorial_Biotico_Riesgo_Paramo_Lluvioso
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Páramo Lluvioso\Rie_ParLluv_SSP245_2081_2100.jpg,Rie_ParLluv_SSP245_2081_2100.jpg,SSP245_2081-2100_Territorial_Biotico_Riesgo_Paramo_Lluvioso.jpg,imagenes_estandarizadas/SSP245_2081-2100_Territorial_Biotico_Riesgo_Paramo_Lluvioso.jpg,True,SSP245,2081-2100,Territorial,,,Biotico,Riesgo,Paramo_Lluvioso,,Biotico,Salidas_graficas_bio,RIESGO,Páramo Lluvioso,,,SSP245_2081-2100_Territorial_Biotico_Riesgo_Paramo_Lluvioso
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Páramo Lluvioso\Rie_ParLluv_SSP370_2041_2060.jpg,Rie_ParLluv_SSP370_2041_2060.jpg,SSP370_2041-2060_Territorial_Biotico_Riesgo_Paramo_Lluvioso.jpg,imagenes_estandarizadas/SSP370_2041-2060_Territorial_Biotico_Riesgo_Paramo_Lluvioso.jpg,True,SSP370,2041-2060,Territorial,,,Biotico,Riesgo,Paramo_Lluvioso,,Biotico,Salidas_graficas_bio,RIESGO,Páramo Lluvioso,,,SSP370_2041-2060_Territorial_Biotico_Riesgo_Paramo_Lluvioso
d:\app-img-01\Analisis_territorial\Biotico\Salidas_graficas_bio\RIESGO\Páramo Lluvioso\Rie_ParLluv_SSP370_2081_2100.jpg,Rie_ParLluv_SSP370_2081_2100.jpg,SSP370_2081-2100_Territorial_Biotico_Riesgo_Paramo_Lluvioso.jpg,imagenes_estandarizadas/SSP370_2081-2100_Territorial_Biotico_Riesgo_Paramo_Lluvioso.jpg,True,SSP370,2081-2100,Territorial,,,Biotico,Riesgo,Paramo_Lluvioso,,Biotico,Salidas_graficas_bio,RIESGO,Páramo Lluvioso,,,SSP370_2081-2100_Territorial_Biotico_Riesgo_Paramo_Lluvioso
